name,type,value,date,fName,lName,birth,country
Martinez,8,109.0,1991-11-04,Conchita,Martinez,19720416.0,ESP
Novotna,9,102.0,1991-11-04,Jana,Novotna,19681002.0,CZE
Maleeva Fragniere,10,91.0,1991-11-04,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,271.0,1991-11-11,Monica,Seles,19731202.0,USA
Graf,2,225.0,1991-11-11,Steffi,Graf,19690614.0,GER
Sabatini,3,204.0,1991-11-11,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,185.0,1991-11-11,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,154.0,1991-11-11,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,132.0,1991-11-11,Jennifer,Capriati,19760329.0,USA
Fernandez,7,110.0,1991-11-11,Mary Joe,Fernandez,19710819.0,USA
Novotna,8,102.0,1991-11-11,Jana,Novotna,19681002.0,CZE
Martinez,9,98.0,1991-11-11,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,91.0,1991-11-11,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,269.0,1991-11-18,Monica,Seles,19731202.0,USA
Graf,2,217.0,1991-11-18,Steffi,Graf,19690614.0,GER
Sabatini,3,197.0,1991-11-18,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,185.0,1991-11-18,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,152.0,1991-11-18,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,141.0,1991-11-18,Jennifer,Capriati,19760329.0,USA
Novotna,7,104.0,1991-11-18,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1991-11-18,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1991-11-18,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1991-11-18,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1991-11-25,Monica,Seles,19731202.0,USA
Graf,2,219.0,1991-11-25,Steffi,Graf,19690614.0,GER
Sabatini,3,200.0,1991-11-25,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1991-11-25,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,153.0,1991-11-25,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1991-11-25,Jennifer,Capriati,19760329.0,USA
Novotna,7,108.0,1991-11-25,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1991-11-25,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1991-11-25,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1991-11-25,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1991-12-02,Monica,Seles,19731202.0,USA
Graf,2,219.0,1991-12-02,Steffi,Graf,19690614.0,GER
Sabatini,3,200.0,1991-12-02,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1991-12-02,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,153.0,1991-12-02,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1991-12-02,Jennifer,Capriati,19760329.0,USA
Novotna,7,108.0,1991-12-02,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1991-12-02,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1991-12-02,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1991-12-02,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1991-12-09,Monica,Seles,19731202.0,USA
Graf,2,219.0,1991-12-09,Steffi,Graf,19690614.0,GER
Sabatini,3,200.0,1991-12-09,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1991-12-09,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,153.0,1991-12-09,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1991-12-09,Jennifer,Capriati,19760329.0,USA
Novotna,7,108.0,1991-12-09,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1991-12-09,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1991-12-09,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1991-12-09,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1991-12-16,Monica,Seles,19731202.0,USA
Graf,2,219.0,1991-12-16,Steffi,Graf,19690614.0,GER
Sabatini,3,200.0,1991-12-16,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1991-12-16,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,153.0,1991-12-16,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1991-12-16,Jennifer,Capriati,19760329.0,USA
Novotna,7,108.0,1991-12-16,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1991-12-16,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1991-12-16,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1991-12-16,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1991-12-23,Monica,Seles,19731202.0,USA
Graf,2,219.0,1991-12-23,Steffi,Graf,19690614.0,GER
Sabatini,3,200.0,1991-12-23,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1991-12-23,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,153.0,1991-12-23,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1991-12-23,Jennifer,Capriati,19760329.0,USA
Novotna,7,108.0,1991-12-23,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1991-12-23,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1991-12-23,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1991-12-23,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1991-12-30,Monica,Seles,19731202.0,USA
Graf,2,219.0,1991-12-30,Steffi,Graf,19690614.0,GER
Sabatini,3,200.0,1991-12-30,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1991-12-30,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,153.0,1991-12-30,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1991-12-30,Jennifer,Capriati,19760329.0,USA
Novotna,7,108.0,1991-12-30,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1991-12-30,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1991-12-30,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1991-12-30,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1992-01-01,Monica,Seles,19731202.0,USA
Graf,2,219.0,1992-01-01,Steffi,Graf,19690614.0,GER
Sabatini,3,200.0,1992-01-01,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1992-01-01,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,153.0,1992-01-01,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1992-01-01,Jennifer,Capriati,19760329.0,USA
Novotna,7,108.0,1992-01-01,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1992-01-01,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1992-01-01,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1992-01-01,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1992-01-06,Monica,Seles,19731202.0,USA
Graf,2,219.0,1992-01-06,Steffi,Graf,19690614.0,GER
Sabatini,3,200.0,1992-01-06,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1992-01-06,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,153.0,1992-01-06,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1992-01-06,Jennifer,Capriati,19760329.0,USA
Novotna,7,108.0,1992-01-06,Jana,Novotna,19681002.0,CZE
Fernandez,8,100.0,1992-01-06,Mary Joe,Fernandez,19710819.0,USA
Martinez,9,95.0,1992-01-06,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,87.0,1992-01-06,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1992-01-13,Monica,Seles,19731202.0,USA
Graf,2,219.0,1992-01-13,Steffi,Graf,19690614.0,GER
Sabatini,3,205.0,1992-01-13,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1992-01-13,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,154.0,1992-01-13,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1992-01-13,Jennifer,Capriati,19760329.0,USA
Fernandez,7,104.0,1992-01-13,Mary Joe,Fernandez,19710819.0,USA
Novotna,8,94.0,1992-01-13,Jana,Novotna,19681002.0,CZE
Martinez,9,93.0,1992-01-13,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,89.0,1992-01-13,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,277.0,1992-01-20,Monica,Seles,19731202.0,USA
Graf,2,219.0,1992-01-20,Steffi,Graf,19690614.0,GER
Sabatini,3,205.0,1992-01-20,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1992-01-20,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,154.0,1992-01-20,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,142.0,1992-01-20,Jennifer,Capriati,19760329.0,USA
Fernandez,7,104.0,1992-01-20,Mary Joe,Fernandez,19710819.0,USA
Novotna,8,94.0,1992-01-20,Jana,Novotna,19681002.0,CZE
Martinez,9,93.0,1992-01-20,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,10,89.0,1992-01-20,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,279.0,1992-01-27,Monica,Seles,19731202.0,USA
Graf,2,227.0,1992-01-27,Steffi,Graf,19690614.0,GER
Sabatini,3,212.0,1992-01-27,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1992-01-27,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,151.0,1992-01-27,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,140.0,1992-01-27,Jennifer,Capriati,19760329.0,USA
Fernandez,7,110.0,1992-01-27,Mary Joe,Fernandez,19710819.0,USA
Maleeva Fragniere,8,95.0,1992-01-27,Manuela,Maleeva Fragniere,19670214.0,SUI
Martinez,9,90.0,1992-01-27,Conchita,Martinez,19720416.0,ESP
Novotna,10,77.0,1992-01-27,Jana,Novotna,19681002.0,CZE
Seles,1,279.0,1992-02-03,Monica,Seles,19731202.0,USA
Graf,2,240.0,1992-02-03,Steffi,Graf,19690614.0,GER
Sabatini,3,206.0,1992-02-03,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1992-02-03,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,145.0,1992-02-03,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,131.0,1992-02-03,Jennifer,Capriati,19760329.0,USA
Fernandez,7,111.0,1992-02-03,Mary Joe,Fernandez,19710819.0,USA
Maleeva Fragniere,8,95.0,1992-02-03,Manuela,Maleeva Fragniere,19670214.0,SUI
Martinez,9,90.0,1992-02-03,Conchita,Martinez,19720416.0,ESP
Novotna,10,77.0,1992-02-03,Jana,Novotna,19681002.0,CZE
Seles,1,277.0,1992-02-10,Monica,Seles,19731202.0,USA
Graf,2,240.0,1992-02-10,Steffi,Graf,19690614.0,GER
Sabatini,3,206.0,1992-02-10,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1992-02-10,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,145.0,1992-02-10,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,131.0,1992-02-10,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-02-10,Mary Joe,Fernandez,19710819.0,USA
Maleeva Fragniere,8,95.0,1992-02-10,Manuela,Maleeva Fragniere,19670214.0,SUI
Martinez,9,90.0,1992-02-10,Conchita,Martinez,19720416.0,ESP
Novotna,10,77.0,1992-02-10,Jana,Novotna,19681002.0,CZE
Seles,1,277.0,1992-02-17,Monica,Seles,19731202.0,USA
Graf,2,230.0,1992-02-17,Steffi,Graf,19690614.0,GER
Sabatini,3,206.0,1992-02-17,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,190.0,1992-02-17,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,145.0,1992-02-17,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,136.0,1992-02-17,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-02-17,Mary Joe,Fernandez,19710819.0,USA
Maleeva Fragniere,8,93.0,1992-02-17,Manuela,Maleeva Fragniere,19670214.0,SUI
Martinez,9,90.0,1992-02-17,Conchita,Martinez,19720416.0,ESP
Novotna,10,89.0,1992-02-17,Jana,Novotna,19681002.0,CZE
Seles,1,277.0,1992-02-24,Monica,Seles,19731202.0,USA
Graf,2,230.0,1992-02-24,Steffi,Graf,19690614.0,GER
Sabatini,3,206.0,1992-02-24,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,190.0,1992-02-24,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,145.0,1992-02-24,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,136.0,1992-02-24,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-02-24,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,94.0,1992-02-24,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,93.0,1992-02-24,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,84.0,1992-02-24,Jana,Novotna,19681002.0,CZE
Seles,1,282.0,1992-03-02,Monica,Seles,19731202.0,USA
Graf,2,230.0,1992-03-02,Steffi,Graf,19690614.0,GER
Sabatini,3,206.0,1992-03-02,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,183.0,1992-03-02,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,145.0,1992-03-02,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,136.0,1992-03-02,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-03-02,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,98.0,1992-03-02,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,93.0,1992-03-02,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,84.0,1992-03-02,Jana,Novotna,19681002.0,CZE
Seles,1,282.0,1992-03-09,Monica,Seles,19731202.0,USA
Graf,2,238.0,1992-03-09,Steffi,Graf,19690614.0,GER
Sabatini,3,192.0,1992-03-09,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,183.0,1992-03-09,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,145.0,1992-03-09,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,139.0,1992-03-09,Jennifer,Capriati,19760329.0,USA
Fernandez,7,116.0,1992-03-09,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,107.0,1992-03-09,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,93.0,1992-03-09,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,84.0,1992-03-09,Jana,Novotna,19681002.0,CZE
Seles,1,282.0,1992-03-16,Monica,Seles,19731202.0,USA
Graf,2,238.0,1992-03-16,Steffi,Graf,19690614.0,GER
Sabatini,3,192.0,1992-03-16,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,183.0,1992-03-16,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,145.0,1992-03-16,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,139.0,1992-03-16,Jennifer,Capriati,19760329.0,USA
Fernandez,7,116.0,1992-03-16,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,107.0,1992-03-16,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,93.0,1992-03-16,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,84.0,1992-03-16,Jana,Novotna,19681002.0,CZE
Seles,1,267.0,1992-03-23,Monica,Seles,19731202.0,USA
Graf,2,239.0,1992-03-23,Steffi,Graf,19690614.0,GER
Sabatini,3,191.0,1992-03-23,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,183.0,1992-03-23,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,155.0,1992-03-23,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,148.0,1992-03-23,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-03-23,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,107.0,1992-03-23,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,95.0,1992-03-23,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,84.0,1992-03-23,Jana,Novotna,19681002.0,CZE
Seles,1,273.0,1992-03-30,Monica,Seles,19731202.0,USA
Graf,2,236.0,1992-03-30,Steffi,Graf,19690614.0,GER
Sabatini,3,191.0,1992-03-30,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,186.0,1992-03-30,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,155.0,1992-03-30,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,148.0,1992-03-30,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-03-30,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,107.0,1992-03-30,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,95.0,1992-03-30,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,84.0,1992-03-30,Jana,Novotna,19681002.0,CZE
Seles,1,273.0,1992-04-06,Monica,Seles,19731202.0,USA
Graf,2,236.0,1992-04-06,Steffi,Graf,19690614.0,GER
Sabatini,3,190.0,1992-04-06,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,184.0,1992-04-06,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,156.0,1992-04-06,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,146.0,1992-04-06,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-04-06,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,112.0,1992-04-06,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,95.0,1992-04-06,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,82.0,1992-04-06,Jana,Novotna,19681002.0,CZE
Seles,1,273.0,1992-04-13,Monica,Seles,19731202.0,USA
Graf,2,238.0,1992-04-13,Steffi,Graf,19690614.0,GER
Sabatini,3,190.0,1992-04-13,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,184.0,1992-04-13,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,155.0,1992-04-13,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,146.0,1992-04-13,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-04-13,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,112.0,1992-04-13,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,95.0,1992-04-13,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,81.0,1992-04-13,Jana,Novotna,19681002.0,CZE
Seles,1,271.0,1992-04-20,Monica,Seles,19731202.0,USA
Graf,2,238.0,1992-04-20,Steffi,Graf,19690614.0,GER
Sabatini,3,190.0,1992-04-20,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,184.0,1992-04-20,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,155.0,1992-04-20,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,146.0,1992-04-20,Jennifer,Capriati,19760329.0,USA
Martinez,7,112.0,1992-04-20,Conchita,Martinez,19720416.0,ESP
Fernandez,8,112.0,1992-04-20,Mary Joe,Fernandez,19710819.0,USA
Maleeva Fragniere,9,95.0,1992-04-20,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,81.0,1992-04-20,Jana,Novotna,19681002.0,CZE
Seles,1,272.0,1992-04-27,Monica,Seles,19731202.0,USA
Graf,2,238.0,1992-04-27,Steffi,Graf,19690614.0,GER
Navratilova,3,194.0,1992-04-27,Martina,Navratilova,19561018.0,USA
Sabatini,4,190.0,1992-04-27,Gabriela,Sabatini,19700516.0,ARG
Sanchez Vicario,5,160.0,1992-04-27,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,146.0,1992-04-27,Jennifer,Capriati,19760329.0,USA
Fernandez,7,112.0,1992-04-27,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,105.0,1992-04-27,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,88.0,1992-04-27,Manuela,Maleeva Fragniere,19670214.0,SUI
Novotna,10,81.0,1992-04-27,Jana,Novotna,19681002.0,CZE
Seles,1,277.0,1992-05-04,Monica,Seles,19731202.0,USA
Graf,2,237.0,1992-05-04,Steffi,Graf,19690614.0,GER
Navratilova,3,194.0,1992-05-04,Martina,Navratilova,19561018.0,USA
Sabatini,4,185.0,1992-05-04,Gabriela,Sabatini,19700516.0,ARG
Sanchez Vicario,5,165.0,1992-05-04,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,146.0,1992-05-04,Jennifer,Capriati,19760329.0,USA
Fernandez,7,112.0,1992-05-04,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,105.0,1992-05-04,Conchita,Martinez,19720416.0,ESP
Huber,9,87.0,1992-05-04,Anke,Huber,19741204.0,GER
Maleeva Fragniere,10,86.0,1992-05-04,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,274.0,1992-05-11,Monica,Seles,19731202.0,USA
Graf,2,237.0,1992-05-11,Steffi,Graf,19690614.0,GER
Navratilova,3,205.0,1992-05-11,Martina,Navratilova,19561018.0,USA
Sabatini,4,185.0,1992-05-11,Gabriela,Sabatini,19700516.0,ARG
Sanchez Vicario,5,165.0,1992-05-11,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,144.0,1992-05-11,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-05-11,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,103.0,1992-05-11,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,90.0,1992-05-11,Manuela,Maleeva Fragniere,19670214.0,SUI
Huber,10,90.0,1992-05-11,Anke,Huber,19741204.0,GER
Seles,1,274.0,1992-05-18,Monica,Seles,19731202.0,USA
Graf,2,239.0,1992-05-18,Steffi,Graf,19690614.0,GER
Navratilova,3,205.0,1992-05-18,Martina,Navratilova,19561018.0,USA
Sabatini,4,194.0,1992-05-18,Gabriela,Sabatini,19700516.0,ARG
Sanchez Vicario,5,166.0,1992-05-18,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,143.0,1992-05-18,Jennifer,Capriati,19760329.0,USA
Fernandez,7,118.0,1992-05-18,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,103.0,1992-05-18,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,90.0,1992-05-18,Manuela,Maleeva Fragniere,19670214.0,SUI
Huber,10,82.0,1992-05-18,Anke,Huber,19741204.0,GER
Seles,1,274.0,1992-05-25,Monica,Seles,19731202.0,USA
Graf,2,239.0,1992-05-25,Steffi,Graf,19690614.0,GER
Navratilova,3,205.0,1992-05-25,Martina,Navratilova,19561018.0,USA
Sabatini,4,194.0,1992-05-25,Gabriela,Sabatini,19700516.0,ARG
Sanchez Vicario,5,166.0,1992-05-25,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,143.0,1992-05-25,Jennifer,Capriati,19760329.0,USA
Fernandez,7,118.0,1992-05-25,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,105.0,1992-05-25,Conchita,Martinez,19720416.0,ESP
Huber,9,82.0,1992-05-25,Anke,Huber,19741204.0,GER
Maleeva Fragniere,10,79.0,1992-05-25,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,274.0,1992-06-01,Monica,Seles,19731202.0,USA
Graf,2,239.0,1992-06-01,Steffi,Graf,19690614.0,GER
Navratilova,3,205.0,1992-06-01,Martina,Navratilova,19561018.0,USA
Sabatini,4,194.0,1992-06-01,Gabriela,Sabatini,19700516.0,ARG
Sanchez Vicario,5,166.0,1992-06-01,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,143.0,1992-06-01,Jennifer,Capriati,19760329.0,USA
Fernandez,7,118.0,1992-06-01,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,105.0,1992-06-01,Conchita,Martinez,19720416.0,ESP
Huber,9,82.0,1992-06-01,Anke,Huber,19741204.0,GER
Maleeva Fragniere,10,79.0,1992-06-01,Manuela,Maleeva Fragniere,19670214.0,SUI
Seles,1,275.0,1992-06-08,Monica,Seles,19731202.0,USA
Graf,2,250.0,1992-06-08,Steffi,Graf,19690614.0,GER
Navratilova,3,205.0,1992-06-08,Martina,Navratilova,19561018.0,USA
Sabatini,4,194.0,1992-06-08,Gabriela,Sabatini,19700516.0,ARG
Sanchez Vicario,5,157.0,1992-06-08,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,147.0,1992-06-08,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-06-08,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,104.0,1992-06-08,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,81.0,1992-06-08,Manuela,Maleeva Fragniere,19670214.0,SUI
Huber,10,80.0,1992-06-08,Anke,Huber,19741204.0,GER
Seles,1,275.0,1992-06-15,Monica,Seles,19731202.0,USA
Graf,2,250.0,1992-06-15,Steffi,Graf,19690614.0,GER
Sabatini,3,194.0,1992-06-15,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,191.0,1992-06-15,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,157.0,1992-06-15,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,147.0,1992-06-15,Jennifer,Capriati,19760329.0,USA
Fernandez,7,114.0,1992-06-15,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,104.0,1992-06-15,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,81.0,1992-06-15,Manuela,Maleeva Fragniere,19670214.0,SUI
Huber,10,80.0,1992-06-15,Anke,Huber,19741204.0,GER
Seles,1,275.0,1992-06-22,Monica,Seles,19731202.0,USA
Graf,2,250.0,1992-06-22,Steffi,Graf,19690614.0,GER
Sabatini,3,194.0,1992-06-22,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,169.0,1992-06-22,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,157.0,1992-06-22,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,147.0,1992-06-22,Jennifer,Capriati,19760329.0,USA
Fernandez,7,115.0,1992-06-22,Mary Joe,Fernandez,19710819.0,USA
Martinez,8,100.0,1992-06-22,Conchita,Martinez,19720416.0,ESP
Maleeva Fragniere,9,81.0,1992-06-22,Manuela,Maleeva Fragniere,19670214.0,SUI
Huber,10,80.0,1992-06-22,Anke,Huber,19741204.0,GER
Seles,1,275.0,1992-06-29,Monica,Seles,19731202.0,USA
Graf,2,250.0,1992-06-29,Steffi,Graf,19690614.0,GER
Sabatini,3,194.0,1992-06-29,Gabriela,Sabatini,19700516.0,ARG
Navratilova,4,169.0,1992-06-29,Martina,Navratilova,19561018.0,USA
Sanchez Vicario,5,157.0,1992-06-29,Arantxa,Sanchez Vicario,19711218.0,ESP
Capriati,6,147.0,1992-06-29,Jennifer,Capriati,19760329.0,USA
